LfwPJSjyuOIpfXKN,8,DQCothiLpZGaJGAO
sHHisfcdkQhsaqck,1,IoBFPYyqaCySnjYr
byphOkZqHKchFSGr,4,MDxkZsGRLSaifCxH
PdSKtAIJpTAwuPdx,8,lFIMGFNsuOMhZgUw
YoowwAtRMKpXJWag,4,wvyNMOcBmzalAyJU
nVzWLVHJRpYkMAyC,1,SdeyGbbBdJMliRdn
rWJowkDvtXmQdKNI,1,jjokpxTPTSEngdxY
NqHSyKBlyGiUdxOH,3,BHYHUosuxJqiqgie
gTJNlGsXyGQTdjRZ,5,ozVMRLXZNsYHtMlQ
hkejWUSdHfetgaQw,2,ldwoectBxzExdLlV
NwpwnCSxXeuDQUVE,7,eYiWilVZQfDtwcrK
VjGYLLHKRBZkJFQB,6,RmoBYrAFKlMjkcmn
dFRigBNQuZlZczip,4,iDNyhnJYfCCWGUUC
NJuPXgEXbWQekbhA,10,SBEaGyuIfAUYBDXi
OlZmTxKDKRsczncQ,10,dDJKcrxoEYFMtlqc
dsHAQuzIWMAyuYcN,3,mugktNysFCqeqESJ
WECGiLkcrzmNMiOZ,6,phelqThXRJKpkZTH
jrsFzhNAOubszJut,7,bYlncCnFZtAnoAhR
yXjzwDSeABmeJSqd,7,IjgKxAihwtUdbYBZ
tmBcpNFKPNRPTMOl,10,JZDiQJIRCtsjcDiq
MUDphWCIESGQlkyD,1,XxwFvQbMERonXRSZ
DuFQdGRggkoVriGe,8,LGMusDhiBtTFjAeF
PdBWPvBmzligGBbD,9,nqSnAsweEmvIHGYi
HgnBElSfYReTImfv,6,sPppFJVAvAxOVHiw
bUzIxKuTliQtonaD,3,xSAEQVJDPmzxmbMV
IOOfKfKoUkcTGqAJ,2,OGJsoXIZtbdprDUd
seVxaVxPrEMtOnVd,7,EYfDyYzHWYtZEUoH
YquOgGKuOsyntFKx,7,iXUUTcwZdwheDqGz
CxbuGoDtbGixmDyE,9,ZhBBHdETrraQjeba
uClRiEcjhhAYzIsy,6,RZRgKomqPHnwLGyV
nbzVcgjdUlYAPIpY,3,zeGqJmPDcPwTASsW
bcWXOOYIqzDYHUtn,2,BHYHUosuxJqiqgie
XgAwfFepzdHUDlWh,9,LJMdzbLaCXPmpDTo
MOohfcQFEqcivDlK,1,JMpIxJtPyNFVtkdC
PzNEjFkATNcUhskj,4,UBIqCNBzmJdUXouL
lDwSDtxtfDAqcEDz,2,xXvBMcQtKmJdMlQu
vQxGiCTWIsEGlkuC,7,sTMYQVszGmaCVdin
kgIgQhrYJZgJDCaj,9,aKENqHXBWtEdyLLy
yYliRSXTGOUEFUOA,7,cwnJOJDSggcIiTmg
fpcKBKIZpdTrIfDM,9,WjqnGYXRhaEWMuYK
NiqpFjUrdQejxRrN,7,mkXqbsZvMQqkzITx
FacxGIKxnrNMCUtI,3,rVrOLwuYokWHAJqK
tawHptVTnVyXUhbi,8,HwKrYyweRbiuUZgZ
uWpBlSnfbMWYZPpt,3,PAmKDcdyekLtkzeL
kMQGHUhbViZperXu,8,MLhlyxyXWwHUluHz
iPIgcsoqnblafaWv,1,hkcaHxEPVUuzdrIr
AaHWMwBtTRHvNEXg,4,CylCOCliGZcllFpB
WiWttCNBzCexWXoN,8,NezPiCDKUxfnUnxj
qTfAwttuWZcIdtos,3,dAoEUbfGiGcGgEcx
jAiqHAKWkRcrXpSG,1,wHjnaFfgjOivJrId
MAXWdCbROfgOXzDl,1,piKFfSqiRTgOScjr
DfoAxJKOqdWBEgbK,1,xMZfftqqqQUHCGng
sHBzaYqkDGyfyNAR,5,dfNdANuHMYYAmAPO
hQAaZTbnVxpNgPDe,3,BdWcsxUCLHHIzphF
JwhOoYtyUwyTTUfg,2,ldwoectBxzExdLlV
CRZxwBWEQueOoRRT,4,XxwFvQbMERonXRSZ
ecisDtyjrUMqMHpk,7,WuhBKMQrCBQdieNS
NTIoTOpOtLSiEvFZ,4,oAlwaIQcrzSbHoTv
dJAIStaZFKqcRHCW,3,LJMdzbLaCXPmpDTo
LHgnaAEzSemtFYVF,4,imqZFSjfjmUTthLI
fiBaGrHayfyUfEur,7,XcvAVerCcqwZvXYE
bIiEQPLbqHOrdjDi,7,nqSnAsweEmvIHGYi
yBdNjsBCxRuENWan,6,XJakDnVVhtMQcGUB
jigAhvoaHuXjboQe,4,VvWyFdPPWOcVIavo
AQKmdxIKWPKKcZMy,5,JtwpVCmoTuVMlbHI
hnWLqXfIiGKmtDJj,6,pdsIitLysbIDMTzf
DMpbEMTybaNPcqsb,8,OGJsoXIZtbdprDUd
HPnzGUASZoMIBHdm,5,EGqwSxDWTxWoISaO
SUIGmkWajAoDRaaw,10,udjIowMGokKxiYlf
GfOayZPuLWjSgXcK,4,ZhNAOwNfuBOiOWbq
DCMOwHsabGCNlvlQ,8,zBdtrTJxlrGvEAhx
gceDUDgCnFohsHMo,1,wRqXtBNlBqCPGARL
lyMgMQfGdigyrdBu,4,PsRYZkZfwkTqUjVX
BtWMgbTrOcqnqCDZ,2,gTlFakeJUTJCAeZa
QgonYzWTLEezlZDz,10,EYlejSFdIagawxzH
uGoQedWlHveUqjfF,1,YGogPTquhBmteUjK
FDrQHmycrLkqMdfR,4,dfNdANuHMYYAmAPO
JKAybcMfaXOJvJuw,9,zLytHEPbQPKEkZeF
SeUsAeunpYJhVAOn,6,cdirtZWgpBGQwLit
giQuYkYmTNRheELM,5,pvZxwxMMVvUSONin
qOqenDfsdnDeGKkW,5,RwHqsfhIceIBLWMB
WTDXCsYaqGnDEdnf,4,pWbhuqnQTGgiAViM
kwcqroLISWgJCbEM,4,MSQEIORiEZUnAYJY
jDEVdggiaEvMfCVz,5,AZJOcJcjrCXWkcQr
DZPMOJUBeruAUsMD,1,WNCFFqPAeatxaEBk
bDQfhQYvEcqTobPs,3,KFedxRxWZyRIMkvB
vSFCQvmkOCAtIowW,10,rAKBACdPbccRjTPd
